ID	old_ID	box	species	source	host	loc	long	lat	sequence_tag	collector	note
288	PJ0H4TCN	4	Salmonella enterica	faeces	chicken	Wuhan	114.30	30.58	2	A	
289	CZFPHQG9	4	Acinetobacter baumannii	sputum	chicken	Beijing	116.41	39.90	2	B	
290	AU5XDQPU	4	Aeromonas hydrophila	blood	chicken	Wuhan	114.30	30.58	2	B	
291	YDDI1BUU	4	Enterobacter cloacae	faeces	duck	Guangzhou	113.28	23.125	2	A	
292	MA5JHD4K	4	Salmonella enterica	sewage	human	Guangzhou	113.28	23.125	0	F	
293	ULCVMOAI	4	Escherichia coli	faeces	human	Guangzhou	113.28	23.125	2	F	
294	I7DDBRSH	4	Aeromonas hydrophila	sewage	chicken	Xian	108.95	34.26	0	C	blabla
295	XO6JEMPE	4	Aeromonas veronii	env	pig	Shanghai	121.47	31.23	2	F	
296	ROECXVMJ	4	Klebsiella pneumoniae	blood	env	Shanghai	121.47	31.23	0	B	
297	I3Z24BLG	4	Shigella flexneri	blood	pig	Xian	108.95	34.26	2	C	
298	V90MNDCP	4	Aeromonas veronii	faeces	chicken	Shanghai	121.47	31.23	2	D	
299	0CWGDW3S	4	Aeromonas veronii	env	duck	Guangzhou	113.28	23.125	2	A	
300	NU3E2W3D	4	Aeromonas enteropelogenes	blood	env	Changsha	112.47	31.23	0	F	
301	587A4GG1	4	Aeromonas caviae	sewage	duck	Xian	108.95	34.26	3	F	
302	QUZGQ4ED	4	Klebsiella pneumoniae	blood	env	Wuhan	114.30	30.58	2	C	
303	H81UQVRP	4	Enterobacter cloacae	sputum	env	Xian	108.95	34.26	3	D	
304	82OKEU30	4	Escherichia coli	faeces	human	Guangzhou	113.28	23.125	0	C	blabla
305	NVBVS7YM	4	Klebsiella pneumoniae	blood	chicken	Shanghai	121.47	31.23	0	E	
306	WAF7YZUJ	4	Salmonella enterica	sewage	env	Beijing	116.41	39.90	3	B	
307	T7L6UPSP	4	Aeromonas caviae	sewage	env	Wuhan	114.30	30.58	0	E	
308	7GNDHA0U	4	Aeromonas caviae	blood	human	Beijing	116.41	39.90	0	F	
309	84CQK7A6	4	Klebsiella pneumoniae	sputum	env	Beijing	116.41	39.90	2	E	blabla
310	2ZFNGXBP	4	Shigella flexneri	env	duck	Changsha	112.47	31.23	3	C	
311	33IH15NN	4	Aeromonas hydrophila	faeces	duck	Guangzhou	113.28	23.125	2	E	
312	8RMWSXYZ	4	Enterobacter cloacae	sewage	human	Guangzhou	113.28	23.125	0	A	
313	TIR7K28T	4	Enterobacter cloacae	env	pig	Wuhan	114.30	30.58	0	F	
314	JAHLKZVU	4	Acinetobacter baumannii	blood	pig	Guangzhou	113.28	23.125	0	B	
315	XI1BK823	4	Aeromonas caviae	sewage	env	Beijing	116.41	39.90	2	B	
316	BGALJS2N	4	Shigella flexneri	faeces	env	Wuhan	114.30	30.58	0	D	
317	TAN94CKL	4	Aeromonas caviae	faeces	duck	Guangzhou	113.28	23.125	0	F	blabla
318	L4WXLU3Z	4	Acinetobacter baumannii	env	duck	Wuhan	114.30	30.58	0	C	
319	SK3ZT5WN	4	Aeromonas caviae	faeces	chicken	Xian	108.95	34.26	0	B	
320	RSF0RHP0	4	Aeromonas veronii	env	env	Xian	108.95	34.26	2	A	
321	DP2DX1MW	4	Aeromonas veronii	sewage	env	Beijing	116.41	39.90	0	C	
322	I402E775	4	Klebsiella pneumoniae	env	env	Wuhan	114.30	30.58	3	D	
323	TEGMGADA	4	Escherichia coli	env	chicken	Guangzhou	113.28	23.125	0	C	
324	SJYKQWOK	5	Aeromonas caviae	blood	env	Shanghai	121.47	31.23	0	F	blabla
325	TU89D76M	5	Acinetobacter baumannii	sewage	env	Guangzhou	113.28	23.125	0	F	blabla
326	YBWKZUUV	5	Enterobacter cloacae	blood	duck	Changsha	112.47	31.23	0	B	
327	EHOQ888G	5	Klebsiella pneumoniae	env	human	Beijing	116.41	39.90	2	B	
328	E74V8PPR	5	Enterobacter cloacae	sewage	env	Wuhan	114.30	30.58	2	E	
329	8QIY596J	5	Escherichia coli	env	env	Xian	108.95	34.26	2	C	
330	0GIZMVHU	5	Enterobacter cloacae	sputum	env	Beijing	116.41	39.90	0	D	blabla
331	PLLIPYT1	5	Acinetobacter baumannii	sputum	env	Xian	108.95	34.26	0	E	
332	PV5Z87O2	5	Aeromonas hydrophila	sputum	human	Guangzhou	113.28	23.125	2	E	blabla
333	Y24SQPGR	5	Aeromonas caviae	sewage	env	Changsha	112.47	31.23	0	E	
334	QZVKVRNQ	5	Escherichia coli	env	chicken	Guangzhou	113.28	23.125	0	B	
335	DPXL8SAD	5	Aeromonas caviae	sewage	human	Changsha	112.47	31.23	2	C	blabla
336	3FSSPTD7	5	Enterobacter cloacae	faeces	human	Wuhan	114.30	30.58	2	E	
337	7R5WMKFC	5	Acinetobacter baumannii	env	chicken	Xian	108.95	34.26	2	F	
338	JB2I9ZQV	5	Aeromonas hydrophila	sewage	duck	Changsha	112.47	31.23	0	F	
339	ATVKHT91	5	Escherichia coli	faeces	env	Beijing	116.41	39.90	0	B	
340	PYNMFSRL	5	Aeromonas hydrophila	faeces	human	Xian	108.95	34.26	2	F	
341	7JATB0RB	5	Aeromonas enteropelogenes	faeces	duck	Xian	108.95	34.26	2	F	
342	5VRO8CNK	5	Salmonella enterica	sputum	human	Guangzhou	113.28	23.125	0	A	
343	XMTZ4YSA	5	Shigella flexneri	blood	duck	Xian	108.95	34.26	2	D	
344	UT0I1N7B	5	Aeromonas hydrophila	sewage	pig	Xian	108.95	34.26	2	C	
345	TQUNUDGN	5	Shigella flexneri	sputum	pig	Beijing	116.41	39.90	2	E	
346	T4M00N1D	5	Aeromonas veronii	sewage	duck	Shanghai	121.47	31.23	2	F	
347	R1CHK3ZO	5	Aeromonas caviae	env	env	Changsha	112.47	31.23	3	A	
348	T9ZI07IX	5	Shigella flexneri	sewage	chicken	Wuhan	114.30	30.58	2	B	blabla
349	S884TJAG	5	Escherichia coli	faeces	chicken	Guangzhou	113.28	23.125	0	C	
350	JUF8LXLM	5	Acinetobacter baumannii	sewage	human	Xian	108.95	34.26	2	A	
351	684R1L3H	5	Aeromonas hydrophila	sewage	env	Beijing	116.41	39.90	0	A	
352	MEAS4CDX	5	Acinetobacter baumannii	blood	env	Beijing	116.41	39.90	2	D	
353	P33EERVS	5	Aeromonas enteropelogenes	sewage	env	Xian	108.95	34.26	0	F	
354	R11RM6R9	5	Aeromonas hydrophila	sewage	human	Shanghai	121.47	31.23	2	F	
355	NRWSRNCD	5	Aeromonas caviae	sputum	env	Xian	108.95	34.26	0	F	
356	QEH8GIRO	5	Klebsiella pneumoniae	blood	pig	Wuhan	114.30	30.58	0	A	blabla
357	GMQ916TA	5	Acinetobacter baumannii	blood	env	Xian	108.95	34.26	2	F	blabla
358	ATMR0RMG	5	Aeromonas enteropelogenes	sputum	env	Wuhan	114.30	30.58	0	B	blabla
359	ET10G62Y	5	Aeromonas veronii	faeces	env	Shanghai	121.47	31.23	0	C	
360	TAXS1XV0	5	Aeromonas enteropelogenes	env	chicken	Shanghai	121.47	31.23	0	C	
361	AZ14K09V	5	Aeromonas enteropelogenes	blood	chicken	Changsha	112.47	31.23	0	A	
362	37DMRLCJ	5	Aeromonas veronii	env	duck	Beijing	116.41	39.90	0	F	
363	YV2M4XYZ	5	Salmonella enterica	sewage	pig	Beijing	116.41	39.90	2	B	
364	VH7DEWZ4	5	Escherichia coli	sewage	chicken	Xian	108.95	34.26	3	F	
365	AEAUFEP9	5	Shigella flexneri	env	duck	Guangzhou	113.28	23.125	0	B	blabla
366	KJE9UB8S	5	Aeromonas hydrophila	sewage	env	Xian	108.95	34.26	2	E	
367	FIF8WMYM	5	Aeromonas caviae	faeces	human	Guangzhou	113.28	23.125	2	F	
368	1ZSMIEIL	5	Shigella flexneri	sputum	pig	Xian	108.95	34.26	0	C	
369	K0W9NBPR	5	Escherichia coli	sewage	env	Beijing	116.41	39.90	2	B	
370	UV9WD5TB	5	Aeromonas caviae	faeces	chicken	Xian	108.95	34.26	2	E	
371	DMQP1PPR	5	Klebsiella pneumoniae	sputum	human	Guangzhou	113.28	23.125	0	A	
372	1EU0OFEW	5	Acinetobacter baumannii	sewage	env	Xian	108.95	34.26	2	B	
373	8C65RU9V	5	Enterobacter cloacae	env	human	Beijing	116.41	39.90	0	D	
374	WZ8124MI	5	Aeromonas veronii	sputum	pig	Changsha	112.47	31.23	2	D	
375	3GUDT7SG	5	Aeromonas caviae	env	env	Shanghai	121.47	31.23	0	A	
376	C3TGPCJD	5	Escherichia coli	sputum	human	Guangzhou	113.28	23.125	0	B	blabla
377	76R03EOG	5	Klebsiella pneumoniae	env	chicken	Shanghai	121.47	31.23	0	E	
378	0SO14FSH	5	Aeromonas veronii	env	chicken	Wuhan	114.30	30.58	0	E	
379	SIEVKT2H	5	Acinetobacter baumannii	faeces	human	Guangzhou	113.28	23.125	0	F	
380	M1G1N1GE	5	Aeromonas caviae	blood	human	Shanghai	121.47	31.23	0	B	
381	KLSHAHUP	5	Aeromonas veronii	blood	chicken	Beijing	116.41	39.90	0	D	
382	0VBCLGH4	5	Aeromonas hydrophila	env	duck	Changsha	112.47	31.23	0	F	
383	MMAWM0X2	5	Shigella flexneri	blood	human	Wuhan	114.30	30.58	2	B	
384	JRGHATFR	5	Enterobacter cloacae	sputum	duck	Xian	108.95	34.26	0	A	
385	1WCHZXQR	5	Aeromonas caviae	blood	human	Guangzhou	113.28	23.125	0	F	
386	SVROALES	5	Aeromonas enteropelogenes	sewage	env	Guangzhou	113.28	23.125	0	D	
387	PS9VAQQS	5	Aeromonas caviae	blood	chicken	Guangzhou	113.28	23.125	2	C	
388	C3ZA7K99	5	Escherichia coli	sewage	duck	Guangzhou	113.28	23.125	2	A	blabla
389	V5MZNEEK	5	Salmonella enterica	blood	env	Wuhan	114.30	30.58	0	F	
390	55CJ9623	5	Klebsiella pneumoniae	blood	env	Changsha	112.47	31.23	0	C	
391	G87S46F5	5	Escherichia coli	env	human	Xian	108.95	34.26	2	D	
392	KBCV2RQN	5	Escherichia coli	faeces	pig	Shanghai	121.47	31.23	0	F	
393	W9E1CSCH	5	Enterobacter cloacae	sewage	duck	Beijing	116.41	39.90	2	C	blabla
394	RVV7N4MV	5	Shigella flexneri	blood	human	Guangzhou	113.28	23.125	0	D	
395	37CY5SCN	5	Klebsiella pneumoniae	sputum	duck	Changsha	112.47	31.23	2	C	
396	7UX8JBX6	5	Aeromonas caviae	sputum	duck	Xian	108.95	34.26	0	D	
397	M0CKWG4D	5	Salmonella enterica	faeces	human	Beijing	116.41	39.90	0	C	
398	RBXYT4CB	5	Acinetobacter baumannii	blood	pig	Changsha	112.47	31.23	2	C	
399	5YMQFERQ	5	Enterobacter cloacae	faeces	chicken	Shanghai	121.47	31.23	0	E	
400	OVXVC1N3	5	Aeromonas caviae	blood	env	Changsha	112.47	31.23	0	B	
401	4ZXYXHGX	5	Salmonella enterica	env	human	Beijing	116.41	39.90	0	E	
402	Z7YN2VMW	5	Enterobacter cloacae	sewage	pig	Wuhan	114.30	30.58	0	E	
403	L357ZDZS	5	Escherichia coli	sewage	duck	Xian	108.95	34.26	0	D	
404	B789P5JA	5	Aeromonas caviae	sputum	human	Xian	108.95	34.26	0	D	
405	Y5FMLWF8	6	Aeromonas veronii	blood	env	Beijing	116.41	39.90	0	F	
406	S0R9BME9	6	Salmonella enterica	faeces	pig	Changsha	112.47	31.23	0	C	
407	0HAUWXAF	6	Enterobacter cloacae	sewage	pig	Shanghai	121.47	31.23	0	D	
408	QJFOB6VR	6	Aeromonas veronii	sputum	chicken	Guangzhou	113.28	23.125	0	B	
409	TUM48CWG	6	Acinetobacter baumannii	sewage	pig	Shanghai	121.47	31.23	2	C	
410	1PDWD830	6	Escherichia coli	env	duck	Wuhan	114.30	30.58	0	E	
411	WEPTXAW4	6	Aeromonas enteropelogenes	blood	env	Shanghai	121.47	31.23	0	E	
412	9TRWTV6V	6	Aeromonas veronii	blood	chicken	Changsha	112.47	31.23	3	B	blabla
413	QKQKNAGQ	6	Escherichia coli	env	chicken	Changsha	112.47	31.23	2	D	
414	EYC7XI74	6	Klebsiella pneumoniae	env	human	Beijing	116.41	39.90	2	B	
415	X8RVIX1H	6	Salmonella enterica	env	env	Changsha	112.47	31.23	0	C	
416	4SMXIQSU	6	Klebsiella pneumoniae	env	duck	Xian	108.95	34.26	3	C	
417	VNFJQ7AA	6	Salmonella enterica	sputum	duck	Wuhan	114.30	30.58	2	D	
418	P5VN8VDE	6	Aeromonas caviae	faeces	duck	Wuhan	114.30	30.58	0	D	
419	6V7A0DU6	6	Aeromonas veronii	env	env	Beijing	116.41	39.90	2	C	
420	13SQK27B	6	Shigella flexneri	blood	duck	Beijing	116.41	39.90	0	D	
421	9LOVFLPV	6	Escherichia coli	sewage	chicken	Shanghai	121.47	31.23	2	F	
422	BM8H248D	6	Acinetobacter baumannii	faeces	duck	Changsha	112.47	31.23	0	B	
423	RAJUGENB	6	Salmonella enterica	sputum	env	Wuhan	114.30	30.58	0	A	blabla
424	IGR7QZKI	6	Escherichia coli	env	env	Beijing	116.41	39.90	0	B	
425	KGIR0MPM	6	Aeromonas caviae	sputum	chicken	Xian	108.95	34.26	0	F	
426	O82H8MT0	6	Aeromonas enteropelogenes	sewage	pig	Changsha	112.47	31.23	0	A	
427	PR2F4FWG	6	Shigella flexneri	faeces	env	Shanghai	121.47	31.23	0	B	
428	8VNTMVMP	6	Aeromonas veronii	env	human	Wuhan	114.30	30.58	2	B	
429	KXYO7J7T	6	Enterobacter cloacae	faeces	pig	Wuhan	114.30	30.58	0	D	
430	9FEPFUS7	6	Enterobacter cloacae	sewage	human	Shanghai	121.47	31.23	0	F	
431	NEWI2LVB	6	Salmonella enterica	faeces	human	Wuhan	114.30	30.58	2	B	blabla
432	5E4D6H7E	6	Klebsiella pneumoniae	sputum	duck	Shanghai	121.47	31.23	2	F	
433	O848BIDX	6	Escherichia coli	sewage	human	Xian	108.95	34.26	2	F	
434	9KDGWTPJ	6	Shigella flexneri	faeces	pig	Guangzhou	113.28	23.125	0	F	blabla
435	WULILMAU	6	Aeromonas enteropelogenes	blood	chicken	Changsha	112.47	31.23	3	D	
436	S5D7B99Q	6	Shigella flexneri	blood	chicken	Changsha	112.47	31.23	2	C	
437	FMW58PNF	6	Acinetobacter baumannii	faeces	human	Changsha	112.47	31.23	2	E	
438	76K8N1DD	6	Aeromonas veronii	sputum	env	Changsha	112.47	31.23	2	A	
439	6JBMPTVO	6	Acinetobacter baumannii	faeces	chicken	Xian	108.95	34.26	2	A	
440	8DRYSEQS	6	Acinetobacter baumannii	blood	pig	Beijing	116.41	39.90	2	B	
441	RUC90T2D	6	Salmonella enterica	sewage	duck	Shanghai	121.47	31.23	2	D	blabla
442	1D5Z3BB1	6	Acinetobacter baumannii	faeces	duck	Changsha	112.47	31.23	2	F	
443	XMDCFA0N	6	Shigella flexneri	sewage	human	Wuhan	114.30	30.58	0	E	
444	3NAR0A9S	6	Escherichia coli	env	pig	Guangzhou	113.28	23.125	0	C	blabla
445	HM8XCU8L	6	Shigella flexneri	sewage	env	Xian	108.95	34.26	2	A	
446	Z2Z6S3FQ	6	Aeromonas hydrophila	env	human	Changsha	112.47	31.23	2	B	
447	1MH85F67	6	Escherichia coli	env	chicken	Shanghai	121.47	31.23	2	E	
448	6BM2GR9H	6	Salmonella enterica	env	human	Beijing	116.41	39.90	2	C	
449	LEGMYE6J	6	Aeromonas veronii	faeces	chicken	Xian	108.95	34.26	2	D	blabla
450	G8PMY1RU	6	Aeromonas enteropelogenes	sputum	duck	Wuhan	114.30	30.58	0	F	
451	DBJRRDJZ	6	Aeromonas veronii	env	env	Changsha	112.47	31.23	0	F	
452	WUAY4H88	6	Shigella flexneri	env	pig	Beijing	116.41	39.90	2	F	
453	2J6HDCH2	6	Aeromonas enteropelogenes	faeces	human	Xian	108.95	34.26	2	E	
454	SLUJ7R2H	6	Escherichia coli	env	human	Xian	108.95	34.26	2	B	blabla
455	8NMGDQ4I	6	Acinetobacter baumannii	sewage	env	Beijing	116.41	39.90	2	F	
456	9RVOC7DG	6	Klebsiella pneumoniae	sewage	chicken	Shanghai	121.47	31.23	3	A	
457	H6OQZGT2	6	Acinetobacter baumannii	env	chicken	Shanghai	121.47	31.23	0	C	
458	3A4DNSU8	6	Shigella flexneri	faeces	pig	Changsha	112.47	31.23	2	C	
459	MJ3H3KUQ	6	Aeromonas caviae	env	human	Beijing	116.41	39.90	2	C	
460	TCLWMBMD	6	Aeromonas enteropelogenes	faeces	human	Guangzhou	113.28	23.125	0	A	
461	9BZH42LO	6	Acinetobacter baumannii	env	duck	Changsha	112.47	31.23	0	F	
462	MDSPC1AA	6	Salmonella enterica	sputum	chicken	Beijing	116.41	39.90	0	A	
463	GLP3E2S9	6	Klebsiella pneumoniae	sputum	duck	Shanghai	121.47	31.23	0	A	
464	A1MK8ZUR	6	Klebsiella pneumoniae	sputum	duck	Shanghai	121.47	31.23	0	F	
465	0XSTSHKO	6	Aeromonas hydrophila	sputum	env	Shanghai	121.47	31.23	0	F	
466	EQQ80D8F	6	Acinetobacter baumannii	sewage	human	Changsha	112.47	31.23	0	D	
467	83UE3SOR	6	Aeromonas caviae	faeces	pig	Changsha	112.47	31.23	3	B	
468	8HPPKMF7	6	Klebsiella pneumoniae	blood	pig	Xian	108.95	34.26	0	D	
469	JN8C5AO9	6	Enterobacter cloacae	sputum	duck	Shanghai	121.47	31.23	2	C	
470	5YBOWW8A	6	Aeromonas caviae	sputum	env	Guangzhou	113.28	23.125	0	E	
471	U78B9IUK	6	Aeromonas hydrophila	env	duck	Changsha	112.47	31.23	2	C	
472	FI4ZQY01	6	Shigella flexneri	sewage	chicken	Shanghai	121.47	31.23	0	F	
473	WC0ZZJ0B	6	Shigella flexneri	blood	env	Wuhan	114.30	30.58	2	E	
474	U8QSTPJ2	6	Salmonella enterica	blood	human	Guangzhou	113.28	23.125	0	C	
475	J6RKGDG9	6	Aeromonas caviae	sewage	chicken	Xian	108.95	34.26	0	E	
476	L4MDB9K6	6	Enterobacter cloacae	sewage	chicken	Changsha	112.47	31.23	0	C	
477	D1HA2EB6	6	Enterobacter cloacae	faeces	env	Shanghai	121.47	31.23	0	A	
478	2LY7FYR3	6	Aeromonas veronii	faeces	chicken	Wuhan	114.30	30.58	0	B	
479	PY71F6U6	6	Klebsiella pneumoniae	env	human	Guangzhou	113.28	23.125	0	B	
480	W3OCGD67	6	Salmonella enterica	sputum	duck	Beijing	116.41	39.90	2	B	blabla
481	EMLL23V6	6	Enterobacter cloacae	blood	human	Guangzhou	113.28	23.125	2	C	
482	EMY53HXE	6	Shigella flexneri	env	chicken	Beijing	116.41	39.90	0	A	
483	A35E25XS	6	Klebsiella pneumoniae	sewage	pig	Xian	108.95	34.26	0	A	
484	59CLL4T4	6	Salmonella enterica	env	pig	Xian	108.95	34.26	0	E	
485	X9TIMAUQ	6	Aeromonas veronii	env	pig	Xian	108.95	34.26	0	B	blabla
486	DB4NTMSA	7	Enterobacter cloacae	faeces	chicken	Guangzhou	113.28	23.125	2	C	
487	FWAQLZS2	7	Shigella flexneri	faeces	env	Xian	108.95	34.26	2	D	
488	8K502OTG	7	Aeromonas hydrophila	env	pig	Changsha	112.47	31.23	0	E	
489	ABEQ7G69	7	Aeromonas enteropelogenes	env	chicken	Beijing	116.41	39.90	2	B	
490	TBBKS34A	7	Aeromonas caviae	sputum	env	Guangzhou	113.28	23.125	0	B	
491	1LTHK1Z1	7	Enterobacter cloacae	env	env	Wuhan	114.30	30.58	0	E	
492	4O33GOFL	7	Aeromonas caviae	faeces	human	Xian	108.95	34.26	0	C	
493	U4FI3UL6	7	Klebsiella pneumoniae	blood	chicken	Wuhan	114.30	30.58	3	B	blabla
494	RHKXAZTZ	7	Acinetobacter baumannii	env	env	Wuhan	114.30	30.58	2	A	
495	94KWJ394	7	Acinetobacter baumannii	sputum	duck	Xian	108.95	34.26	0	D	
496	38Y8E3B6	7	Aeromonas veronii	sputum	pig	Beijing	116.41	39.90	2	F	
497	VDT22DOX	7	Acinetobacter baumannii	sputum	chicken	Xian	108.95	34.26	2	F	
498	DOOVW33M	7	Aeromonas veronii	blood	pig	Changsha	112.47	31.23	0	B	
499	04KBYJUC	7	Aeromonas veronii	sputum	duck	Changsha	112.47	31.23	0	A	
500	F2EGD08P	7	Acinetobacter baumannii	faeces	env	Beijing	116.41	39.90	0	A	
501	K3NJ698J	7	Escherichia coli	sputum	env	Beijing	116.41	39.90	3	C	
502	VZV70APH	7	Aeromonas caviae	blood	chicken	Guangzhou	113.28	23.125	0	D	
503	4VTOZAL9	7	Aeromonas enteropelogenes	sewage	env	Beijing	116.41	39.90	3	A	
504	BML4X8CU	7	Aeromonas hydrophila	faeces	chicken	Beijing	116.41	39.90	3	D	
505	U09L733K	7	Klebsiella pneumoniae	faeces	human	Wuhan	114.30	30.58	0	C	
506	4BYT8IUC	7	Salmonella enterica	sewage	env	Shanghai	121.47	31.23	2	D	
507	DKZPMMXF	7	Enterobacter cloacae	faeces	duck	Beijing	116.41	39.90	0	B	
508	5TVQKSD3	7	Aeromonas enteropelogenes	sewage	human	Changsha	112.47	31.23	2	B	blabla
509	X8E9J557	7	Salmonella enterica	sewage	human	Wuhan	114.30	30.58	2	D	
510	GS0SCDP4	7	Acinetobacter baumannii	blood	chicken	Shanghai	121.47	31.23	2	C	
511	ZAO7UHID	7	Shigella flexneri	sputum	duck	Guangzhou	113.28	23.125	2	B	
512	0TFFTIFZ	7	Aeromonas enteropelogenes	sputum	human	Wuhan	114.30	30.58	0	C	
513	52CCYEUE	7	Escherichia coli	sputum	chicken	Guangzhou	113.28	23.125	2	A	
514	JRB7ZA4Y	7	Escherichia coli	blood	pig	Shanghai	121.47	31.23	2	A	
515	RLQCQPIK	7	Aeromonas hydrophila	blood	duck	Beijing	116.41	39.90	2	B	
516	HKYEZOZ2	7	Aeromonas veronii	env	pig	Shanghai	121.47	31.23	0	D	blabla
517	X76TFNZ4	7	Aeromonas caviae	env	pig	Xian	108.95	34.26	0	B	
518	S0GZ0PVZ	7	Salmonella enterica	faeces	chicken	Guangzhou	113.28	23.125	0	F	
519	MG17X9GO	7	Klebsiella pneumoniae	env	human	Wuhan	114.30	30.58	2	D	
520	V3DW8FZ0	7	Escherichia coli	blood	env	Changsha	112.47	31.23	2	B	
521	NRW23RTN	7	Aeromonas caviae	faeces	human	Beijing	116.41	39.90	0	C	
522	NSM9B6EY	7	Aeromonas veronii	env	chicken	Wuhan	114.30	30.58	2	A	
523	0C7HLF9J	7	Aeromonas veronii	sputum	chicken	Guangzhou	113.28	23.125	0	F	blabla
524	4TUO438J	7	Aeromonas caviae	faeces	env	Changsha	112.47	31.23	2	C	
525	TNSV5IE1	7	Acinetobacter baumannii	faeces	human	Changsha	112.47	31.23	2	A	blabla
526	3N7W7AQR	7	Salmonella enterica	blood	chicken	Beijing	116.41	39.90	2	E	blabla
527	ZC32RKVQ	7	Shigella flexneri	blood	pig	Beijing	116.41	39.90	0	E	
528	OIMO6M1Y	7	Aeromonas hydrophila	sputum	chicken	Beijing	116.41	39.90	2	E	
529	R4TTVICH	7	Aeromonas hydrophila	sputum	human	Wuhan	114.30	30.58	2	F	
530	H4YKG2VP	7	Escherichia coli	sputum	human	Changsha	112.47	31.23	2	B	blabla
531	CHURSVBW	7	Aeromonas hydrophila	env	human	Changsha	112.47	31.23	2	F	
532	3WVDEYOP	7	Aeromonas caviae	blood	duck	Guangzhou	113.28	23.125	0	B	
533	CB8PIL6B	7	Aeromonas enteropelogenes	sewage	pig	Shanghai	121.47	31.23	0	E	
534	UUX4RC6C	7	Enterobacter cloacae	faeces	pig	Shanghai	121.47	31.23	2	E	
535	B0LO4MJ6	7	Shigella flexneri	env	duck	Wuhan	114.30	30.58	0	D	
536	YE8SKJVP	7	Enterobacter cloacae	blood	duck	Guangzhou	113.28	23.125	2	E	
537	A61VH5HW	7	Shigella flexneri	faeces	pig	Shanghai	121.47	31.23	2	F	
538	GZ60MPNP	7	Shigella flexneri	env	chicken	Changsha	112.47	31.23	0	A	
539	YNQ2TJZG	7	Salmonella enterica	env	duck	Changsha	112.47	31.23	0	E	
540	45RES26I	7	Enterobacter cloacae	sewage	chicken	Wuhan	114.30	30.58	2	E	
541	BFR501LI	7	Enterobacter cloacae	sewage	env	Guangzhou	113.28	23.125	0	B	
542	51TU0QAX	7	Aeromonas caviae	faeces	duck	Xian	108.95	34.26	2	F	blabla
543	JXF1BHYM	7	Klebsiella pneumoniae	sputum	duck	Shanghai	121.47	31.23	2	C	
544	GXVG3OUF	7	Escherichia coli	sputum	chicken	Xian	108.95	34.26	0	D	
545	SE74J1RA	7	Salmonella enterica	faeces	env	Guangzhou	113.28	23.125	0	B	
546	ZCO4BMOC	7	Aeromonas hydrophila	sewage	env	Changsha	112.47	31.23	0	D	
547	F5LZ7NBJ	7	Salmonella enterica	blood	pig	Wuhan	114.30	30.58	2	C	
548	9SECCWT9	7	Aeromonas veronii	sewage	duck	Xian	108.95	34.26	3	D	
549	IDANG8XL	7	Shigella flexneri	env	chicken	Wuhan	114.30	30.58	0	D	
550	6J41NFKR	7	Klebsiella pneumoniae	sewage	human	Beijing	116.41	39.90	0	E	
551	XLLM2VMA	7	Shigella flexneri	sewage	human	Changsha	112.47	31.23	2	A	
552	ABQRDRSP	7	Aeromonas caviae	sewage	chicken	Shanghai	121.47	31.23	2	F	
553	21KM0X2E	7	Aeromonas caviae	sputum	duck	Xian	108.95	34.26	0	A	
554	SXGDJRNP	7	Aeromonas veronii	faeces	duck	Changsha	112.47	31.23	0	C	
555	0KVSWQIO	7	Shigella flexneri	env	chicken	Shanghai	121.47	31.23	2	E	
556	22FJ7541	7	Acinetobacter baumannii	env	env	Shanghai	121.47	31.23	2	A	
557	MJEMQC57	7	Salmonella enterica	faeces	human	Guangzhou	113.28	23.125	0	E	
558	RRXH235M	7	Aeromonas enteropelogenes	sputum	env	Guangzhou	113.28	23.125	0	B	
559	JVZYNU4Y	7	Aeromonas hydrophila	blood	chicken	Changsha	112.47	31.23	0	B	
560	6VPXT1GF	7	Enterobacter cloacae	env	chicken	Wuhan	114.30	30.58	0	B	
561	OKPZB2BO	7	Aeromonas caviae	sputum	chicken	Xian	108.95	34.26	0	F	
562	DGRZNXSK	7	Aeromonas enteropelogenes	sputum	chicken	Guangzhou	113.28	23.125	2	F	
563	SKFFKMM2	7	Aeromonas caviae	blood	human	Beijing	116.41	39.90	0	E	
564	I2GLGG8W	7	Acinetobacter baumannii	sputum	env	Guangzhou	113.28	23.125	3	D	
565	4CJUQ91C	7	Aeromonas enteropelogenes	sputum	pig	Shanghai	121.47	31.23	2	C	
566	H3Q1IR24	7	Klebsiella pneumoniae	blood	human	Xian	108.95	34.26	0	D	
567	6TME6KKK	8	Escherichia coli	env	human	Beijing	116.41	39.90	0	E	
568	MH26YZ1J	8	Aeromonas caviae	faeces	env	Wuhan	114.30	30.58	2	B	
569	24Z6YGZE	8	Acinetobacter baumannii	faeces	pig	Guangzhou	113.28	23.125	2	C	
570	BMUL7IMP	8	Aeromonas hydrophila	blood	env	Wuhan	114.30	30.58	0	B	
571	YKRVY42S	8	Shigella flexneri	env	human	Xian	108.95	34.26	0	C	
572	K1XR7MZ8	8	Klebsiella pneumoniae	faeces	env	Guangzhou	113.28	23.125	2	E	
573	FOV2LLLS	8	Enterobacter cloacae	blood	duck	Wuhan	114.30	30.58	2	D	
574	4P2WVLKR	8	Aeromonas veronii	faeces	human	Changsha	112.47	31.23	2	B	
575	I5N2P2FX	8	Enterobacter cloacae	env	chicken	Wuhan	114.30	30.58	0	E	
